1,5,32,38,447,0,920,0
0,5,32,40,149,1,1226,0
0,5,32,36,180,1,1416,1
0,5,32,36,180,0,579,0
0,5,32,33,149,1,1632,0
0,5,32,40,149,1,790,0
0,5,32,37,149,1,257,0
0,5,32,40,149,1,1260,0
0,5,32,36,180,1,1465,0
0,5,32,40,149,1,1377,0
0,5,32,39,149,1,1716,0
0,5,32,40,149,1,1167,0
0,5,32,36,180,1,404,0
0,5,32,40,149,1,812,0
0,5,32,40,149,1,1748,0
0,5,32,40,149,1,1537,0
1,5,32,36,180,1,618,1
0,5,32,40,149,1,1242,0
0,5,32,37,149,1,1943,0
0,5,32,36,180,1,787,0
0,5,32,30,129,1,1398,0
0,5,32,39,149,1,277,0
0,5,32,36,180,0,1547,0
0,5,32,36,180,1,1675,0
0,5,32,40,149,1,1937,0
0,5,32,40,149,1,1345,0
0,5,32,33,149,1,1546,0
0,5,32,40,149,1,1672,0
1,5,32,36,180,0,1609,0
0,5,32,40,149,1,587,0
0,5,32,36,180,0,199,0
0,5,37,36,180,1,128,0
0,5,37,39,149,1,672,0
0,5,37,36,180,0,1785,0
0,5,37,37,149,1,1094,0
0,5,37,40,149,1,1513,0
0,5,37,37,149,1,1513,0
0,5,37,36,180,1,1849,0
0,5,37,39,149,1,1006,0
0,5,37,39,149,1,1407,0
0,5,37,39,149,1,1011,0
0,5,37,39,149,1,1198,0
0,5,37,37,149,1,1082,0
0,5,37,40,149,1,1747,0
0,5,37,39,149,1,1336,0
0,5,37,40,149,1,1591,0
0,5,37,29,180,0,65,0
0,5,37,40,149,1,1251,0
0,5,37,40,149,1,1567,0
0,5,37,39,149,1,665,0
0,5,37,39,149,1,892,0
0,5,37,39,149,1,1893,0
0,5,37,39,149,1,642,0
0,5,37,36,180,0,701,0
0,5,37,39,149,1,723,0
0,5,37,39,149,1,888,0
0,5,37,27,149,1,1815,0
0,5,37,40,149,1,1111,0
0,5,37,36,180,1,823,0
0,5,37,37,149,1,1449,0
0,5,37,37,149,1,1813,0
0,5,37,40,149,1,1013,0
0,5,37,36,180,1,685,0
0,5,37,39,149,1,636,0
1,5,37,36,180,1,1408,1
0,5,37,37,149,1,427,0
0,5,37,40,149,1,1143,0
0,5,37,36,180,0,637,0
0,5,37,40,149,1,866,0
0,5,37,40,149,1,681,0
0,5,37,40,149,1,1589,0
0,5,37,36,180,1,1949,0
0,5,37,40,149,1,664,0
0,5,37,36,180,0,186,0
0,5,37,36,180,1,1621,0
0,5,37,36,180,0,1591,0
0,5,37,37,149,1,1526,0
0,5,37,39,149,1,492,0
0,5,37,37,149,1,1658,0
1,5,37,32,536,0,1571,0
0,5,37,40,149,1,1557,0
0,5,37,36,180,1,687,0
0,5,37,36,180,1,1661,0
1,5,37,40,149,1,1843,0
1,5,37,20,480,0,1980,0
0,5,37,37,149,1,1904,0
1,5,37,36,180,1,985,0
0,5,37,39,149,1,1459,0
0,5,37,29,180,1,1123,0
0,5,37,40,149,1,572,1
0,5,37,36,180,1,186,0
0,5,37,38,149,0,647,0
0,5,37,40,149,1,605,0
0,5,37,36,180,0,787,0
0,5,37,36,180,0,458,0
0,5,37,39,149,1,783,0
0,5,37,37,149,1,1944,0
0,5,37,36,180,1,1270,0
0,5,37,36,180,1,956,0
0,5,37,38,149,0,826,0
0,5,37,36,180,0,1817,0
0,5,37,40,149,1,1546,0
0,5,37,29,180,1,665,0
0,5,37,29,0,1,513,0
1,5,37,32,1788,0,1016,0
0,5,37,39,149,1,789,0
0,5,37,36,180,1,1511,0
0,5,37,36,180,1,184,0
1,5,37,36,180,0,934,0
0,5,37,37,149,1,1192,0
0,5,37,36,180,0,1914,0
0,5,37,40,149,1,1120,0
0,5,37,40,149,1,478,0
1,5,37,36,180,1,604,1
0,5,37,39,149,1,1570,0
0,5,37,37,149,1,1415,0
0,5,37,36,180,1,930,0
0,5,37,36,180,1,495,0
0,5,29,37,149,1,1502,0
0,5,29,39,149,1,1317,0
0,5,29,40,149,1,123,0
0,5,29,39,149,1,1864,0
0,5,29,36,180,1,1231,0
0,5,29,39,149,1,1011,0
0,5,29,36,180,1,1652,0
0,5,29,37,149,1,1526,0
0,5,29,33,149,1,1042,0
0,5,29,40,149,1,922,0
0,5,29,39,149,1,1397,0
1,5,29,32,1788,0,447,0
0,5,29,39,149,1,1534,0
1,5,29,39,149,1,1266,1
1,5,29,36,180,1,1743,0
0,5,29,32,1788,0,1241,0
0,5,29,39,149,1,1349,0
0,5,29,40,149,1,889,0
0,5,29,36,180,0,1584,0
0,5,29,40,149,1,1655,0
0,5,29,36,180,1,1015,0
0,5,29,38,149,0,1080,0
1,5,29,36,180,1,128,0
1,5,29,40,149,1,773,0
0,5,29,36,180,1,725,0
0,5,29,40,149,1,1909,0
0,5,29,39,149,1,1344,0
0,5,29,39,149,1,1443,0
1,5,29,37,149,1,1200,1
0,5,29,38,149,0,603,0
0,5,29,37,149,1,1311,0
0,5,29,39,149,1,1201,0
1,5,29,32,536,0,2026,0
0,5,29,38,149,0,1149,0
0,5,29,39,149,1,1777,0
0,5,29,40,149,1,1534,0
0,5,29,37,149,1,570,0
0,5,29,37,149,1,1827,0
0,5,29,39,149,1,1648,0
0,5,29,40,149,1,833,0
0,5,29,36,180,1,1619,0
0,5,29,39,149,1,1437,0
0,5,29,39,149,1,861,0
0,5,29,40,149,1,1607,0
0,5,29,40,149,1,1834,0
0,5,29,36,180,1,1300,0
0,5,29,36,180,1,1373,0
0,5,29,40,149,1,274,0
0,5,29,36,180,0,613,0
0,5,29,36,180,1,64,0
0,5,29,37,149,1,1468,0
0,5,29,36,180,0,621,0
0,5,29,39,149,1,1587,0
0,5,29,36,180,1,1559,0
0,5,29,39,149,1,963,0
0,5,29,40,149,1,1030,0
0,5,29,36,180,1,1454,0
1,5,29,32,1788,0,2016,0
1,5,29,40,0,1,1298,0
0,5,29,33,149,1,1934,0
1,5,29,36,180,0,1222,0
0,5,29,36,180,1,365,0
0,5,29,39,149,1,1943,0
0,5,29,39,149,1,1917,0
0,5,29,39,149,1,1512,0
0,5,29,36,180,1,800,0
0,5,29,40,149,1,1812,0
0,5,29,40,149,1,891,0
0,5,29,37,149,1,1714,0
0,5,29,39,149,1,1895,0
0,5,29,31,149,1,1506,0
0,5,29,38,149,0,794,0
0,5,29,36,180,1,1134,0
0,5,29,36,180,0,802,0
0,5,29,39,149,1,1711,0
0,5,29,38,149,0,667,0
0,5,29,27,149,1,1455,0
1,5,29,36,180,1,186,1
0,5,29,40,149,1,1377,0
0,5,29,40,149,1,492,0
0,5,29,39,149,1,1378,0
0,5,29,39,149,1,1315,0
1,5,29,36,180,0,1258,0
0,5,29,38,149,0,779,0
0,5,29,39,149,1,716,0
0,5,29,36,180,0,1104,0
0,5,29,39,149,1,859,0
0,5,29,40,149,1,650,0
0,5,29,37,149,1,1776,0
0,5,29,39,149,1,1691,0
0,5,29,36,180,0,772,0
0,5,29,40,149,1,1846,0
0,5,29,36,180,0,1770,0
0,5,29,33,149,1,683,0
0,5,29,38,149,0,827,0
0,5,29,36,180,1,123,0
0,5,29,36,180,0,1756,0
0,5,29,37,149,1,768,0
0,5,29,36,180,1,214,0
0,5,29,40,149,1,1519,0
0,5,29,40,149,1,1861,0
0,5,29,36,180,0,204,0
0,5,29,38,149,0,920,0
0,5,29,40,149,1,1925,0
0,5,29,36,180,1,1716,0
0,5,29,36,180,1,1906,0
0,5,29,40,149,1,1012,0
0,5,29,39,149,1,1377,0
0,5,29,36,180,1,96,0
0,5,29,36,180,1,262,0
0,5,29,40,149,1,1936,0
0,5,29,40,149,1,795,0
0,5,29,37,149,1,1438,0
0,5,29,29,180,1,1687,0
0,5,29,40,149,1,883,0
0,5,29,39,149,1,1874,0
0,5,29,40,149,1,1770,0
0,5,29,40,149,1,1257,0
0,5,29,40,149,1,806,0
0,5,29,40,149,1,980,0
0,5,29,33,149,1,1823,0
0,5,29,29,180,0,1853,0
0,5,29,37,149,1,1672,0
0,5,29,36,180,1,221,0
0,5,29,36,180,0,64,0
0,5,29,16,149,1,158,0
0,5,29,39,149,1,1507,0
0,5,29,36,180,1,579,0
0,5,29,39,149,1,1487,0
0,5,29,36,180,1,676,0
0,5,29,38,149,0,1734,0
0,5,29,38,149,0,974,0
0,5,29,37,149,1,1804,0
0,5,29,38,149,0,810,0
0,5,29,36,180,1,883,0
0,5,29,36,180,0,99,0
0,5,29,40,149,1,858,0
0,5,29,36,180,1,1601,0
0,5,29,39,149,1,1471,0
0,5,29,39,149,1,1901,0
0,5,29,40,149,1,1813,0
0,5,29,39,149,1,1379,0
0,5,29,40,149,1,782,0
0,5,29,36,180,1,713,0
0,5,29,39,149,1,1743,0
0,5,29,40,149,1,922,0
0,5,29,29,180,1,909,0
0,5,29,37,149,1,1170,0
0,5,29,40,149,1,725,0
0,5,29,40,149,1,1911,0
0,5,29,40,149,1,1025,0
0,5,29,37,149,1,1615,0
0,5,29,37,149,1,281,0
0,5,29,40,149,1,828,0
